table,column,value
course_authors_and_tutors,password,4f149f75ecd84afcdf27343509cdd03d81edb119
course_authors_and_tutors,password,e96c0bcbbbb14747747a56ff4c17354f343a5b4f
course_authors_and_tutors,password,6d587cec8006e3a40565e1dad2c5b5b12b475b8f
course_authors_and_tutors,personal_name,Retha
course_authors_and_tutors,personal_name,Darius
course_authors_and_tutors,personal_name,Dusty
course_authors_and_tutors,personal_name,Adolf
course_authors_and_tutors,personal_name,Cathrine
course_authors_and_tutors,personal_name,Julio
course_authors_and_tutors,personal_name,Yessenia
course_authors_and_tutors,personal_name,Shakira
course_authors_and_tutors,personal_name,Sheldon
course_authors_and_tutors,personal_name,Madonna
course_authors_and_tutors,personal_name,Kelsie
course_authors_and_tutors,personal_name,Georgiana
course_authors_and_tutors,personal_name,Logan
course_authors_and_tutors,personal_name,Ciara
course_authors_and_tutors,personal_name,Deja
course_authors_and_tutors,middle_name,Ethyl
course_authors_and_tutors,middle_name,Ruthie
course_authors_and_tutors,middle_name,Joyce
course_authors_and_tutors,middle_name,Aniyah
course_authors_and_tutors,middle_name,Alejandra
course_authors_and_tutors,middle_name,Jaclyn
course_authors_and_tutors,middle_name,Fritz
course_authors_and_tutors,middle_name,Mathew
course_authors_and_tutors,middle_name,Kennith
course_authors_and_tutors,middle_name,Corene
course_authors_and_tutors,middle_name,Jayce
course_authors_and_tutors,middle_name,Ethelyn
course_authors_and_tutors,middle_name,Amani
course_authors_and_tutors,middle_name,Zena
course_authors_and_tutors,middle_name,Keira
course_authors_and_tutors,family_name,Kreiger
course_authors_and_tutors,family_name,Treutel
course_authors_and_tutors,family_name,Reichel
course_authors_and_tutors,family_name,Champlin
course_authors_and_tutors,family_name,Barrows
course_authors_and_tutors,family_name,Effertz
course_authors_and_tutors,family_name,Grant
course_authors_and_tutors,family_name,Armstrong
course_authors_and_tutors,family_name,Haley
course_authors_and_tutors,family_name,Greenholt
course_authors_and_tutors,family_name,Rohan
course_authors_and_tutors,family_name,Nader
course_authors_and_tutors,family_name,Crist
course_authors_and_tutors,family_name,Zboncak
course_authors_and_tutors,family_name,Rowe
course_authors_and_tutors,gender_mf,1
course_authors_and_tutors,gender_mf,0
course_authors_and_tutors,address_line_1,"0256 Walter Meadows Suite 523
Norbertoborough, AZ 49193"
course_authors_and_tutors,address_line_1,"5284 Champlin Roads
Cassinport, WY 54636"
course_authors_and_tutors,address_line_1,"425 White Brooks
Emmaleefort, IN 97850-2510"
course_authors_and_tutors,address_line_1,"22575 Effertz Neck Apt. 046
Port Scotty, NY 67108-9197"
course_authors_and_tutors,address_line_1,"99296 Keeling Courts
North Audreanne, IL 28272"
course_authors_and_tutors,address_line_1,"644 Montana Hill Suite 489
Daijamouth, CA 19587-4254"
course_authors_and_tutors,address_line_1,"445 Quigley Fall
Port Antonette, IN 81992-1255"
course_authors_and_tutors,address_line_1,"139 O'Conner Circles
Virginieland, KS 23365"
course_authors_and_tutors,address_line_1,"8928 Kunze Valley Apt. 747
South Jedidiahmouth, DE 28167"
course_authors_and_tutors,address_line_1,"98623 Huels Manor
Jasttown, DE 31611"
course_authors_and_tutors,address_line_1,"67541 Osborne Creek Suite 532
Bernhardview, WV 30288-1050"
course_authors_and_tutors,address_line_1,"92220 Hellen Skyway Apt. 635
Rennerview, MS 81036"
course_authors_and_tutors,address_line_1,"3602 Boehm Forest
Zulaufton, DC 35229-0366"
course_authors_and_tutors,address_line_1,"756 Monahan Mews
Spinkashire, NJ 64230-5098"
course_authors_and_tutors,address_line_1,"513 Collins Plain Apt. 829
Clementinaville, VT 59908-2793"
students,student_id,1
students,student_id,2
students,student_id,3
students,student_id,4
students,student_id,5
students,student_id,6
students,student_id,7
students,student_id,8
students,student_id,9
students,student_id,10
students,student_id,11
students,student_id,12
students,student_id,13
students,student_id,14
students,student_id,15
students,date_of_registration,2015-07-22 13:32:35
students,date_of_registration,2015-09-05 10:49:02
students,date_of_registration,2015-04-12 11:07:48
students,date_of_registration,2015-04-27 10:25:31
students,date_of_registration,2015-05-12 03:59:32
students,date_of_registration,2015-03-29 14:43:22
students,date_of_registration,2015-08-13 03:31:42
students,date_of_registration,2015-12-06 07:43:56
students,date_of_registration,2016-03-25 18:58:58
students,date_of_registration,2015-08-11 01:04:31
students,date_of_registration,2015-10-15 09:36:40
students,date_of_registration,2016-01-05 17:21:32
students,date_of_registration,2016-01-12 15:33:36
students,date_of_registration,2015-10-11 03:23:27
students,date_of_registration,2015-07-02 00:21:42
students,date_of_latest_logon,2018-02-22 18:38:02
students,date_of_latest_logon,2017-05-29 19:06:35
students,date_of_latest_logon,2017-08-24 19:42:33
students,date_of_latest_logon,2017-09-05 23:04:07
students,date_of_latest_logon,2017-09-09 13:19:18
students,date_of_latest_logon,2018-01-07 00:15:03
students,date_of_latest_logon,2018-03-10 23:22:23
students,date_of_latest_logon,2017-12-11 14:29:41
students,date_of_latest_logon,2017-10-17 22:52:26
students,date_of_latest_logon,2017-06-24 22:16:27
students,date_of_latest_logon,2017-07-17 23:13:31
students,date_of_latest_logon,2018-01-10 11:27:03
students,date_of_latest_logon,2018-02-24 23:15:41
students,date_of_latest_logon,2017-11-25 03:14:32
students,date_of_latest_logon,2017-09-15 08:10:04
students,login_name,ruthie.rolfson
students,login_name,ylockman
students,login_name,eichmann.lera
students,login_name,jgulgowski
students,login_name,sdaugherty
students,login_name,myron.bergnaum
students,login_name,francisca48
students,login_name,annamae.hoppe
students,login_name,mohamed50
students,login_name,kiarra28
students,login_name,gia.jacobson
students,login_name,darrin56
students,login_name,wmiller
students,login_name,bmarquardt
students,login_name,ahartmann
students,password,623af75b4a
students,password,35faf8182a
students,password,2e05a1e6a3
students,password,8e064ec4e6
students,password,0f37421f02
students,password,9031f3a72e
students,password,1c760b9d5d
students,password,db8765bb6f
students,password,a18d639a12
students,password,aa33f3b875
students,password,7c90dbbfde
students,password,3e72450865
students,password,35cd4a47a3
students,password,aedd08a3b9
students,password,5bc0d35e75
students,personal_name,Krystel
students,personal_name,Jewel
students,personal_name,Mariela
students,personal_name,Clotilde
students,personal_name,Cary
students,personal_name,Prince
students,personal_name,Autumn
students,personal_name,Wilson
students,personal_name,Claudia
students,personal_name,Karson
students,personal_name,Else
students,personal_name,Marshall
students,personal_name,Eliza
students,personal_name,Bernie
students,personal_name,Alicia
students,middle_name,Asa
students,middle_name,Karley
students,middle_name,Camilla
students,middle_name,Luella
students,middle_name,Marianne
students,middle_name,Aubrey
students,middle_name,Linnea
students,middle_name,Kailey
students,middle_name,Shanel
students,middle_name,Vicente
students,middle_name,Lawson
students,middle_name,Casimir
students,middle_name,Kolby
students,middle_name,Ursula
students,middle_name,Brandt
students,family_name,Hartmann
students,family_name,Schumm
students,family_name,Legros
students,family_name,Zieme
students,family_name,Johns
students,family_name,Leannon
students,family_name,Mitchell
students,family_name,Langosh
students,family_name,O'Reilly
students,family_name,Hodkiewicz
students,family_name,Ziemann
students,family_name,Windler
students,family_name,Ward
students,family_name,Carroll
students,family_name,Jaskolski
subjects,subject_id,1
subjects,subject_id,2
subjects,subject_id,3
subjects,subject_name,Computer Science
subjects,subject_name,Language
subjects,subject_name,Arts
courses,course_id,1
courses,course_id,2
courses,course_id,3
courses,course_id,4
courses,course_id,5
courses,course_id,6
courses,course_id,7
courses,course_id,8
courses,course_id,9
courses,course_id,10
courses,course_id,11
courses,course_id,12
courses,course_id,13
courses,course_id,14
courses,course_id,15
courses,author_id,4
courses,author_id,5
courses,author_id,6
courses,author_id,8
courses,author_id,9
courses,author_id,11
courses,author_id,12
courses,author_id,13
courses,author_id,14
courses,author_id,15
courses,subject_id,1
courses,subject_id,2
courses,subject_id,3
courses,course_name,Art history
courses,course_name,advanced database
courses,course_name,French
courses,course_name,European Arts
courses,course_name,machine learning
courses,course_name,Chinese Painting
courses,course_name,database
courses,course_name,modern Arts
courses,course_name,Japanese
courses,course_name,Spanish
courses,course_name,English
courses,course_name,data structure
courses,course_name,AI
courses,course_name,operating system
courses,course_name,Writing in French
courses,course_description,Art history
courses,course_description,advanced database
courses,course_description,French
courses,course_description,European Arts
courses,course_description,machine learning
courses,course_description,Chinese Painting
courses,course_description,database
courses,course_description,modern Arts
courses,course_description,Japanese
courses,course_description,Spanish
courses,course_description,English
courses,course_description,data structure
courses,course_description,AI
courses,course_description,operating system
courses,course_description,Writing in French
student_course_enrolment,registration_id,1
student_course_enrolment,registration_id,2
student_course_enrolment,registration_id,3
student_course_enrolment,registration_id,4
student_course_enrolment,registration_id,5
student_course_enrolment,registration_id,6
student_course_enrolment,registration_id,7
student_course_enrolment,registration_id,8
student_course_enrolment,registration_id,9
student_course_enrolment,registration_id,10
student_course_enrolment,registration_id,11
student_course_enrolment,registration_id,12
student_course_enrolment,registration_id,13
student_course_enrolment,registration_id,14
student_course_enrolment,registration_id,15
student_course_enrolment,registration_id,16
student_course_enrolment,registration_id,17
student_course_enrolment,registration_id,18
student_course_enrolment,registration_id,19
student_course_enrolment,registration_id,20
student_course_enrolment,student_id,2
student_course_enrolment,student_id,3
student_course_enrolment,student_id,4
student_course_enrolment,student_id,6
student_course_enrolment,student_id,8
student_course_enrolment,student_id,9
student_course_enrolment,student_id,10
student_course_enrolment,student_id,11
student_course_enrolment,student_id,12
student_course_enrolment,student_id,13
student_course_enrolment,student_id,14
student_course_enrolment,student_id,15
student_course_enrolment,course_id,1
student_course_enrolment,course_id,2
student_course_enrolment,course_id,4
student_course_enrolment,course_id,7
student_course_enrolment,course_id,8
student_course_enrolment,course_id,9
student_course_enrolment,course_id,10
student_course_enrolment,course_id,11
student_course_enrolment,course_id,14
student_course_enrolment,course_id,15
student_course_enrolment,date_of_enrolment,2017-09-21 07:05:01
student_course_enrolment,date_of_enrolment,2017-09-24 15:17:26
student_course_enrolment,date_of_enrolment,2017-08-02 17:21:44
student_course_enrolment,date_of_enrolment,2017-09-06 06:27:15
student_course_enrolment,date_of_enrolment,2017-11-22 18:29:18
student_course_enrolment,date_of_enrolment,2017-07-15 12:48:43
student_course_enrolment,date_of_enrolment,2017-10-17 13:50:40
student_course_enrolment,date_of_enrolment,2017-08-20 01:07:18
student_course_enrolment,date_of_enrolment,2017-11-13 12:49:33
student_course_enrolment,date_of_enrolment,2017-12-04 12:16:10
student_course_enrolment,date_of_enrolment,2017-12-09 20:49:23
student_course_enrolment,date_of_enrolment,2017-10-10 10:05:03
student_course_enrolment,date_of_enrolment,2017-08-17 00:16:46
student_course_enrolment,date_of_enrolment,2017-12-07 02:21:13
student_course_enrolment,date_of_enrolment,2017-10-23 08:23:22
student_course_enrolment,date_of_enrolment,2017-10-09 07:09:02
student_course_enrolment,date_of_enrolment,2017-10-26 20:42:34
student_course_enrolment,date_of_enrolment,2017-10-29 15:39:31
student_course_enrolment,date_of_enrolment,2017-12-16 15:53:06
student_course_enrolment,date_of_enrolment,2017-11-30 11:40:56
student_course_enrolment,date_of_completion,2018-02-26 07:48:52
student_course_enrolment,date_of_completion,2018-03-19 07:34:05
student_course_enrolment,date_of_completion,2018-03-04 22:34:37
student_course_enrolment,date_of_completion,2018-03-18 03:23:54
student_course_enrolment,date_of_completion,2018-03-01 00:08:30
student_course_enrolment,date_of_completion,2018-03-01 07:12:39
student_course_enrolment,date_of_completion,2018-03-10 16:38:28
student_course_enrolment,date_of_completion,2018-02-28 09:34:51
student_course_enrolment,date_of_completion,2018-03-06 00:27:09
student_course_enrolment,date_of_completion,2018-03-14 23:33:47
student_course_enrolment,date_of_completion,2018-03-16 09:00:44
student_course_enrolment,date_of_completion,2018-02-26 23:46:25
student_course_enrolment,date_of_completion,2018-03-07 00:39:37
student_course_enrolment,date_of_completion,2018-03-02 14:38:49
student_course_enrolment,date_of_completion,2018-03-22 02:53:01
student_course_enrolment,date_of_completion,2018-03-04 01:24:56
student_course_enrolment,date_of_completion,2018-03-07 09:45:48
student_course_enrolment,date_of_completion,2018-02-27 20:06:06
student_course_enrolment,date_of_completion,2018-03-22 18:04:54
student_course_enrolment,date_of_completion,2018-03-09 17:56:18
student_tests_taken,registration_id,2
